0001—二三四五六七八九 答案：缺衣少食 
2369—有一种地方专门教坏人，但没有一个警察敢对它采取行动加以扫荡。这是什么地方？ 答案：看守所 
2370—小偷从现场逃走，为什么没有留下脚印？ 答案：倒着走的 
2371—从北京到天津要一小时，火车从北京开往天津，发车半小时后，问火车现在在那里？ 答案：在铁轨上 
2372—什么屎不臭？ 答案：天使 
2373—13个人捉迷藏，捉了10个还剩几个？ 答案：两个 
2374—有一种东西，上升的时候同时会下降下降的同时会上升，这是什么？ 答案：翘翘板 
2375—什么球离你最近？ 答案：地球 
2376—警察看见有人抢银行却不抓。为什么？ 答案：因为抢银行的人是在拍电影 
2377—世界上什么最大？ 答案：眼皮 
2378—一个猎人有一杆猎枪只能打一米远,一只兔子离他一百米为什么别他一枪打死了 答案：他的枪长99米 
2379—胖姐生病了,他最怕来看她的人说些什么 答案：请多多保重 
2380—什么酒价格最贵 答案：喜酒 
2381—什么碗打不烂？ 答案：铁饭碗 
2382—什么书在书店买不到 答案：遗书 
2383—美好的开端（打一字） 答案：姜 
2384—你站在树叶上,猜一电影中人名？ 答案：朱丽叶 
2385—什么鬼大家都喜欢啊？ 答案：淘气鬼 
2386—加热会凝固的东西是什么？ 答案：蛋 
2387—视而不见，听而不闻（打一字）？ 答案：祈 
2388—一桥飞架南北（打一字）？ 答案：工 
2389—二木不成林(打一字) 答案：相 
2390—什么牛不能耕田？ 答案：蜗牛 
2391—什么掌不能拍？ 答案：仙人掌 
2392—什么笔不能写？ 答案：电笔 
2393—什么水不能喝？ 答案：薪水 
2394—世界上最舒服的地方在哪里 答案：妈妈的肚子里 
2395—什么情况下人会有四只眼睛？ 答案：两个人的时候 
2396—象棋与围棋的区别是什么？ 答案：前者越下越少，而后者越下越多 
2397—小王住在12层楼里，为什么他每天不坐电梯啊？ 答案：他住一楼 
2398—为什么一个人一天吃9头牛？ 答案：吃的是蜗牛 
2399—什么东西要藏起来暗地里用,用完之后再暗地里交给别人 答案：底片 
2400—小刘是个很普通的人，为什么竟然能一连十几个小时不眨眼 答案：因为他已经睡了 
2401—小张被关在一间没有上锁的房里，可是他使出吃奶的力气也不能把门拉开，这是为什么？ 答案：推开就可以了 
2402—一口咬掉牛尾巴(打一字)？ 答案：告 
2403—什么时候棉花比盐重？ 答案：浸了水 
2404—明月半边天（打一字） 答案：有 
2405—某人用面条上吊，结果真的死了。为什么？ 答案：他是掉下来摔死的。 
2406—一又七分之一,打一字 答案：片 
2407—什么比乌鸦更令人讨厌？ 答案：乌鸦嘴 
2408—小明的爸爸买了一个礼物给小明小明打开看了之后就把它踢出去为什么？ 答案：礼物是足球 
2409—水中捞月（歇后语）？ 答案：一场空 
2410—有种东西，没吃时是绿的，吃下时红的，吐出来的时黑的。猜一水果 答案：西瓜 
2411—小明知道试卷的答案，为什么还频频看同学的？ 答案：小明是老师 
2412—有一个人头戴安全帽,上面绑着一把扇子,左手拿着电风扇,右手拿着水壶,脚穿溜冰鞋,请问他要去哪里 答案：精神病院 
2413—小红和妈妈去买熟鸡蛋，为什么别人不卖给她？ 答案：因为那鸡蛋是生的 
2414—小明是高的儿子但是小明却不肯喊他爸爸，为什么？ 答案：因为高是小明的妈妈 
2415—什么鸡不下蛋？ 答案：飞机 
2416—字典放在地上为何没人能跨过去？ 答案：字典放在墙角上。 
2417—小明从20楼跳下来，可他一点事都没有，为什么？ 答案：他是往房子里面跳呀。 
2418—麒麟飞到北极会变成什么？ 答案：冰淇淋 
2419—123456789哪个数字最勤劳，哪个数字最懒惰 答案：1最勤劳，2最懒惰 
2420—不打不相识。（打一二字称谓） 答案：战友 
2421—什么帽不能戴？ 答案：螺帽 
2422—美国人登陆月球，第一句话是什么？ 答案：美国话呀 
2423—上化学课时，将氯化钡、硫酸铜、碳酸钙三样化学物质混合在一起。结果会怎么样？ 答案：你一定会被老师修理 
2424—什么人始终不敢洗澡？ 答案：泥人 
2425—什么酒不能喝 答案：碘酒 
2426—没电了，第一件事要做什么？ 答案：点着火柴 
2427—小红和妈妈都在一年级，为什么？ 答案：妈妈是老师 
2428—什么鱼不能吃 答案：木鱼 
2429—大雁为什么往南飞？ 答案：因为飞比走要快。 
2430—俩人不对，整整仨月，腰别小刀，不让人知（打一字）？ 答案：偷 
2431—什么东西最大？ 答案：眼皮，眼皮一落，什么都给遮住了 
2432—请问一般读完清华大学需多少时间 答案：大概一秒钟吧 
2433—好马不吃回头草是什么意思？ 答案：后面没有草可吃了 
2434—谁是兽中之王？ 答案：动物园园长 
2435—只能一个人去做的事是什么？ 答案：做梦 
2436—什么池不能洗澡啊？ 答案：电池 
2437—为什么停电了，还能看电视？ 答案：看不了电视节目但可以看着电视机 
2438—二人力大顶破天。（打一字） 答案：夫 
2439—保洁阿姨是什么人？ 答案：女人 
2440—一个婚姻破碎的男人，桌上放着一把刀，请问他想干什么？ 答案：准备学着做饭 
2441—如果诸葛亮没有死，世界将会有什么不同 答案：世界上将会多一个人 
2442—一个男人到医院去检查，医生告诉他说：你怀孕了。你说为什么？ 答案：心怀鬼胎 
2443—黄鼠狼觅食,打一成语？ 答案：见机（鸡）行事 
2444—小明的肚子快要涨破了他为什么还要不听的喝水？ 答案：因为小明掉进河里了，他不会游泳 
2445—什么书中毛病最多？ 答案：医书 
2446—一个公鸡在尖尖的房子上下了一个蛋,它会往哪边掉呢 答案：公鸡是不会生蛋的。 
2447—一个可以大可以小的地方是哪里？ 答案：厕所 
2448—什么贵重的东西最容易不翼而飞？ 答案：人造卫星 
2449—什么照片看不出照的是谁？ 答案：X光片 
2450—小呆骑在大牛身上，为什么大牛不吃草？ 答案：大牛是人 
2451—北京王府井步行街上来往最多的是什么人？ 答案：行人 
2452—在哪里人才会真正变得任人宰割？ 答案：手术台上 
2453—先有鸡还是先有蛋？ 答案：先有蛋，因为在新华字典里面蛋在鸡的前面 
2454—什么水不能喝？ 答案：王水 
2455—为什么小白看见１００元和肉骨头他选肉骨头？ 答案：小白是狗呀 
2456—什么桶永远装不满？ 答案：马桶 
2457—王先生养了一只很漂亮的孔雀,有一天,王先生的孔雀在张先生的花园里生了一只蛋,请问这只蛋应属于谁的？ 答案：孔雀的 
2458—一个老大爷住在一栋18层的房子了，但他天天都不用电梯？为什么？ 答案：因为他住一楼 
2459—什么东西不能吃？ 答案：东西本来就不能吃，因为东西是方向 
2460—谢谢（打一字）？ 答案：甭 
2461—你不是聋子，为什么我说话你听不到？ 答案：因为不在同一个地方 
2462—什么手最大，打一成语？ 答案：一手遮天 
2463—群芳谱。（打一食品）？ 答案：花卷 
2464—白驹过隙空长叹打一字 答案：吗 
2465—一个警察的儿子从来不叫这个警察为爸爸，为什么？ 答案：这个警察是个女的 
2466—爱斯基摩人用什么吃饭？ 答案：用嘴吃饭 
2467—什么票最危险 答案：绑票 
2468—什么鞋子，你绝不会穿着它去逛街？ 答案：溜冰鞋 
2469—你知道什么东西天气越热，它爬得越高？ 答案：温度计 
2470—为什么台湾的刘小姐坚持结婚以后不冠夫姓？ 答案：他的未婚夫姓夏 
2471—聪颖快捷。（打一拉丁美洲国家名） 答案：智力 
2472—瞎子为何夜路点灯？ 答案：为了使别人不撞到自己 
2473—瞎子吃奶打一种水果 答案：芒果 
2474—千田连土土连田（猜一字）？ 答案：重 
2475—放大镜不能放大的东西是什么？ 答案：任何东西 
2476—一横一横又一横，一竖一竖又一竖，左一竖右一竖，一竖一竖又一竖。（打一字） 答案：带 
2477—火车由北京到上海需要六个小时，行驶三个小时后，火车在哪？ 答案：铁轨上。 
2478—什么情况下一山可以容二虎？ 答案：老虎是一公一母 
2479—什么鸡没有翅膀？ 答案：田鸡 
2480—梳箅难上头，虱虮难留，光溜溜，憎亮，球（打一东东）？ 答案：秃子 
2481—比乌鸦跟讨厌的是什么 答案：乌鸦嘴 
2482—什么事天不知地知,你不知我知 答案：鞋底破了一个洞 
2483—打什么不费力啊？ 答案：打磕睡 
2484—为什么大象只有一只右耳朵？ 答案：每只大象都有一只右耳朵 
2485—何种动物最接近于人类 答案：寄生在人身体上的寄生虫 
2486—家在北京的老王想去上海，要花多少钱？ 答案：只是想，不用花钱 
2487—别人请你吃什么需要你自己花钱？ 答案：吃官司 
2488—怎么用两个硬币遮住一面镜子？ 答案：把眼睛遮住 
2489—喝工夫茶(打一成语)？ 答案：苦尽甘来 
2490—有一个独木桥，桥的一端有一只老虎准备过桥，桥的另一端有一只狼也准备过桥，在桥中间有一只羊正在过桥，羊怎么过去的？ 答案：晕过去的 
2491—鱼儿为什么不说话？ 答案：因为他在水里 
2492—两个小朋友都买了一样的鞋，为什么他们穿的鞋还是不一样？ 答案：买的新鞋还没穿 
2493—哭和笑有什么共同之处？ 答案：两个字的笔划都是十划 
2494—小强在大雨的旷野中奔跑了十分钟，头发却没有湿，为什么？ 答案：因为小强打着伞 
2495—最坚固的锁怕什么 答案：钥匙 
2496—我拿着鸡蛋扔石头，鸡蛋没破，为什么？ 答案：石头扔出去了，但鸡蛋还留在手里，鸡蛋当然不会破了 
2497—什么票最值钱也最不值钱？ 答案：股票 
2498—民航局开张，（打一成语）？ 答案：有机可乘 
2499—苦是什么，犹是什么？ 答案：苦是味觉，忧是感觉 
2500—做什么事，一只眼开一只眼闭会比较好？ 答案：射击 
2501—假如在海上，你的船破了一个洞，此时你该怎么办？ 答案：再挖一个洞，让水流出去。 
2502—电和闪电有什么不同？ 答案：一个花钱一个不花钱 
2503—什么人每天靠运气赚钱 答案：气功师 
2504—拿枪上侧所(地名)？ 答案：保定 
2505—有什麽办法在最短的时间内打开魔方？ 答案：用捶子 
2506—猴子在树上摘菠萝，一分钟一个，十分钟摘多少个？ 答案：菠萝不长在树上 
2507—禁止放牧？（打一古代诗人） 答案：杜牧 
2508—为什么他在大街上捡了一个钱包而不上交？ 答案：因为钱包是他自己的 
2509—为啥他的家在西方，而他却朝东走 答案：他的公司在东边，他去上班 
2510—你用左手写字还是用右手？ 答案：用笔 
2511—什么山最伟大？ 答案：亚历山大 
